CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Tenure Months,Monthly Charges,Total Charges,Avg Monthly Spend,Churn Score,Churn Label,Churn Value,CLTV,Customer Tenure Group,High Value Customer,Service Utilization,Churn Reason,Churn Reason Cleaned,Churn Reason Grouped,Streaming Services,Electronic Check User,Autopay User,Support Score
6161-ERDGD,1,United States,California,Santa Maria,93458,"34.95934, -120.490081",34.95934,-120.490081,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,71,85.45,6300.85,88.7443661971831,32,No,0,5280,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,1,0,3
1226-JZNKR,1,United States,California,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,8,19.8,160.05,20.00625,51,No,0,5698,Short Term,Yes,Few,,Not Applicable,Not Applicable,No,1,0,0
7318-EIVKO,1,United States,California,Shandon,93461,"35.634488, -120.293534",35.634488,-120.293534,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,8,59.25,436.6,54.575,54,No,0,3003,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,1,0,0
3771-PZOBW,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20,90.7,1781.35,89.0675,77,No,0,2927,Medium Term,No,Few,,Not Applicable,Not Applicable,Yes,0,1,1
8231-BSWXX,1,United States,California,Mojave,93501,"35.097323, -118.171288",35.097323,-118.171288,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71,79.05,5552.5,78.20422535211267,38,No,0,5466,Long Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,0
6486-LHTMA,1,United States,California,California City,93505,"35.151491, -117.927597",35.151491,-117.927597,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,31,90.7,2835.5,91.46774193548387,34,No,0,2364,Medium Term,No,Few,,Not Applicable,Not Applicable,Yes,1,0,1
4083-BFNYK,1,United States,California,Acton,93510,"34.501452, -118.207862",34.501452,-118.207862,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),38,95.0,3591.25,94.50657894736842,71,No,0,5148,Medium Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,1
7389-KBFIT,1,United States,California,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,Female,No,Yes,Yes,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2,30.25,63.75,31.875,61,No,0,4387,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
7176-WIONM,1,United States,California,Bishop,93514,"37.04584, -118.397236",37.04584,-118.397236,Female,No,Yes,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),12,49.85,617.15,51.42916666666667,24,No,0,2873,Short Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,1
5141-ZUVBH,1,United States,California,Boron,93516,"34.95703, -117.73045",34.95703,-117.73045,Female,No,No,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),9,93.0,870.25,96.69444444444444,40,No,0,2267,Short Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,3
1089-HDMKP,1,United States,California,Bridgeport,93517,"38.184583, -119.286558",38.184583,-119.286558,Male,Yes,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,11,54.55,601.25,54.65909090909091,40,No,0,4143,Short Term,No,Few,,Not Applicable,Not Applicable,No,1,0,1
7623-HKYRK,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,19.7,111.65,18.608333333333334,44,No,0,2276,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
0310-SUCIN,1,United States,California,Darwin,93522,"36.319181, -117.593053",36.319181,-117.593053,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),71,84.8,6046.1,85.15633802816902,28,No,0,5643,Long Term,Yes,Multiple,,Not Applicable,Not Applicable,Yes,0,1,3
5197-PYEPU,1,United States,California,Edwards,93523,"34.966777, -117.961179",34.966777,-117.961179,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),42,94.45,3923.8,93.42380952380952,63,No,0,5643,Medium Term,Yes,Multiple,,Not Applicable,Not Applicable,Yes,0,1,1
6619-RPLQZ,1,United States,California,June Lake,93529,"37.730269, -119.055813",37.730269,-119.055813,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,45,20.85,892.15,19.825555555555557,32,No,0,2844,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
3275-RHRNE,1,United States,California,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,Male,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),28,60.0,1682.05,60.073214285714286,80,No,0,2797,Medium Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,2
3503-TYDAY,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,43,80.45,3398.9,79.04418604651163,35,No,0,5357,Medium Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
6901-GOGZG,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Male,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,84.95,4984.85,83.08083333333335,41,No,0,4104,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,1,0,3
7021-XSNYE,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,No,Yes,Yes,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),7,49.65,305.55,43.65,60,No,0,2750,Short Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,3
9621-OUPYD,1,United States,California,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),25,20.2,507.9,20.316,23,No,0,4129,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,0
8982-NHAVY,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),27,100.5,2673.45,99.01666666666667,50,No,0,5939,Medium Term,Yes,Multiple,,Not Applicable,Not Applicable,Yes,0,1,1
4307-KWMXE,1,United States,California,Llano,93544,"34.500091, -117.765862",34.500091,-117.765862,Male,No,No,No,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,10,35.75,389.8,38.980000000000004,59,No,0,2263,Short Term,No,Few,,Not Applicable,Not Applicable,No,1,0,1
0141-YEAYS,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),27,86.45,2401.05,88.92777777777779,77,No,0,5990,Medium Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,1
2450-ZKEED,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),11,53.8,651.55,59.23181818181818,27,No,0,5899,Short Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,2
3694-DELSO,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,No,Yes,Yes,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),4,38.55,156.1,39.025,40,No,0,3824,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,0,1,1
3893-JRNFS,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Male,No,No,No,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68,39.9,2796.35,41.12279411764706,69,No,0,6270,Long Term,Yes,Few,,Not Applicable,Not Applicable,Yes,0,1,1
9603-OAIHC,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.05,70.05,70.05,51,No,0,2469,Short Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
1133-KXCGE,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,18,20.1,407.05,22.61388888888889,55,No,0,2910,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
0142-GVYSN,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26,20.3,511.25,19.66346153846154,68,No,0,5712,Medium Term,Yes,Few,,Not Applicable,Not Applicable,No,1,0,0
1049-FYSYG,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Female,No,Yes,No,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),17,35.65,646.05,38.002941176470586,38,No,0,5977,Medium Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,1
8406-LNMHF,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),59,82.95,4903.15,83.1042372881356,61,No,0,5295,Long Term,No,Multiple,,Not Applicable,Not Applicable,No,0,1,2
1821-BUCWY,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,30,55.65,1653.85,55.12833333333333,70,No,0,5445,Medium Term,Yes,Few,,Not Applicable,Not Applicable,No,0,0,2
0023-UYUPN,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Female,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,50,25.2,1306.3,26.125999999999998,61,No,0,4015,Long Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
8314-DPQHL,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Male,No,No,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,9,50.8,463.6,51.51111111111111,47,No,0,5535,Short Term,Yes,Multiple,,Not Applicable,Not Applicable,Yes,0,0,3
1465-WCZVT,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,19.65,60.65,20.216666666666665,31,No,0,4943,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
9481-SFCQY,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,Female,No,No,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),14,59.8,824.85,58.917857142857144,51,No,0,5962,Medium Term,Yes,Few,,Not Applicable,Not Applicable,Yes,0,1,1
6360-SVNWV,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),31,73.55,2094.65,67.56935483870969,39,No,0,2057,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,1
0567-GGCAC,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,7,61.4,438.9,62.699999999999996,71,No,0,2845,Short Term,No,Multiple,,Not Applicable,Not Applicable,No,1,0,2
8884-MRNSU,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Male,No,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),17,19.9,329.75,19.397058823529413,63,No,0,3526,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,0
2171-UDMFD,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),32,19.45,674.55,21.0796875,42,No,0,4363,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,0
9050-IKDZA,1,United States,California,Clovis,93611,"36.917652, -119.593757",36.917652,-119.593757,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,2,81.5,162.55,81.275,59,No,0,4267,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,0,0,0
9802-CAQUT,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),72,109.55,7887.25,109.54513888888889,27,No,0,5723,Long Term,Yes,Multiple,,Not Applicable,Not Applicable,Yes,0,1,2
0187-WZNAB,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,27,74.4,1972.35,73.05,57,No,0,4331,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,0,1
1475-VWVDO,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,7,74.9,490.55,70.07857142857144,52,No,0,5335,Short Term,No,Few,,Not Applicable,Not Applicable,No,1,0,1
1357-MVDOZ,1,United States,California,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),11,59.65,683.25,62.11363636363637,71,No,0,2136,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,0,1,1
7602-MVRMB,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,110.45,8058.85,111.92847222222223,41,No,0,4754,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,3
1197-BVMVG,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663,-119.69056,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,74.45,294.45,73.6125,50,No,0,4093,Short Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
5406-KGRMX,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,71,24.55,1719.15,24.213380281690142,74,No,0,4555,Long Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
5968-HYJRZ,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,47,24.55,1160.45,24.690425531914894,78,No,0,3629,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
5198-EFNBM,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57,90.65,5199.8,91.22456140350877,23,No,0,5636,Long Term,Yes,Multiple,,Not Applicable,Not Applicable,Yes,1,0,1
7516-GMHUV,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),50,105.05,5163.3,103.266,40,No,0,5324,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,2
7140-ADSMJ,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),8,20.45,162.3,20.2875,24,No,0,5624,Short Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,0
2230-XTUWL,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,48,19.55,883.35,18.403125,68,No,0,5461,Medium Term,Yes,Few,,Not Applicable,Not Applicable,No,0,0,0
7706-YLMQA,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),70,19.7,1341.5,19.164285714285715,72,No,0,6072,Long Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,0
2585-KTFRE,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1,70.45,70.45,70.45,53,No,0,2706,Short Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,2
7994-UYIVZ,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),8,85.65,659.45,82.43125,72,No,0,2512,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,0,1,0
7717-BICXI,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,60,20.55,1205.05,20.084166666666665,47,No,0,4020,Long Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
6559-RAKOZ,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,-119.298895,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,49,97.95,4917.9,100.36530612244897,53,No,0,4301,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,1,0,1
4716-MRVEN,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,29,20.0,599.3,20.66551724137931,65,No,0,4128,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
2143-LJULT,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,Female,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),67,25.25,1733.15,25.867910447761194,32,No,0,5887,Long Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,0
3200-MNQTF,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),67,70.9,4677.1,69.80746268656716,80,No,0,4361,Long Term,No,Multiple,,Not Applicable,Not Applicable,No,0,1,3
6164-HXUGH,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,19.85,119.3,19.883333333333333,31,No,0,5060,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
5630-IXDXV,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47,106.35,4849.1,103.17234042553193,74,No,0,3723,Medium Term,No,Multiple,,Not Applicable,Not Applicable,Yes,1,0,1
0320-DWVTU,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Female,No,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,53,99.5,5424.25,102.34433962264151,23,No,0,4754,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,0,3
9135-MGVPY,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,69,84.7,5878.9,85.20144927536231,70,No,0,5345,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,0,3
1212-GLHMD,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,3,86.05,244.85,81.61666666666666,37,No,0,2500,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,0,0,1
7878-JGDKK,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.642281,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,4,44.55,220.75,55.1875,45,No,0,2124,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
1088-AUUZZ,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),56,75.85,4261.2,76.09285714285714,52,No,0,5314,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,1,2
6614-YWYSC,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353,-119.338535,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),61,25.0,1501.75,24.618852459016395,78,No,0,6421,Long Term,Yes,Few,,Not Applicable,Not Applicable,No,0,1,0
9588-OZDMQ,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,45.0,89.75,44.875,60,No,0,5225,Short Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
6476-EPYZR,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,12,20.5,255.5,21.291666666666668,65,No,0,2891,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
1174-FGIFN,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,28,90.45,2509.25,89.61607142857143,74,No,0,5823,Medium Term,Yes,Few,,Not Applicable,Not Applicable,Yes,1,0,1
6620-HVDUJ,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,Male,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24,60.45,1440.75,60.03125,56,No,0,5095,Medium Term,No,Multiple,,Not Applicable,Not Applicable,No,0,1,2
1032-MAELW,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.762633,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,68,78.45,5333.35,78.43161764705883,67,No,0,5071,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,1,0,3
7641-TQFHN,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,39,100.55,3895.35,99.88076923076923,71,No,0,3124,Medium Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,0,1
1552-TKMXS,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),42,20.35,869.9,20.711904761904762,69,No,0,2127,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,0
8622-ZLFKO,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,90.75,512.25,85.375,54,No,0,4297,Short Term,No,Few,,Not Applicable,Not Applicable,Yes,1,0,0
6188-UXBBR,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),38,20.25,814.75,21.44078947368421,25,No,0,4411,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,0
2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),18,20.05,388.6,21.58888888888889,20,No,0,2782,Medium Term,No,Few,,Not Applicable,Not Applicable,No,0,1,0
5702-SKUOB,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,4,19.6,93.45,23.3625,66,No,0,4580,Short Term,No,Few,,Not Applicable,Not Applicable,No,0,0,0
1134-YWTYF,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Male,No,Yes,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,27,53.8,1389.85,51.47592592592592,66,No,0,2563,Medium Term,No,Few,,Not Applicable,Not Applicable,No,1,0,1
6061-GWWAV,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,41,70.2,2894.55,70.59878048780489,56,No,0,5365,Medium Term,No,Multiple,,Not Applicable,Not Applicable,Yes,0,0,2
0679-TDGAK,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,50,75.5,4025.6,80.512,21,No,0,5141,Long Term,No,Multiple,,Not Applicable,Not Applicable,Yes,1,0,2
6585-WCEWR,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,72,20.35,1354.4,18.811111111111114,41,No,0,4949,Long Term,No,Few,,Not Applicable,Not Applicable,No,1,0,0
